"time","cpu_usage","pod"
"2021-07-24 21:36:59.93+00",0.0033848815742920707,"sketchbench-espbench-bullet-spark-backend-599b6d78cb-6gcgs"
"2021-07-24 21:37:59.93+00",0.004072485172974222,"sketchbench-espbench-bullet-spark-backend-599b6d78cb-6gcgs"
"2021-07-24 21:38:59.93+00",0.0049533060468577896,"sketchbench-espbench-bullet-spark-backend-599b6d78cb-6gcgs"
"2021-07-24 21:39:59.93+00",nan,"sketchbench-espbench-bullet-spark-backend-599b6d78cb-6gcgs"
"2021-07-24 21:40:59.93+00",0.2666618090764148,"sketchbench-espbench-bullet-spark-backend-848df95f89-4tqfj"
"2021-07-24 21:41:59.93+00",0.4078275365040395,"sketchbench-espbench-bullet-spark-backend-848df95f89-4tqfj"
"2021-07-24 21:42:59.93+00",0.5569207981036577,"sketchbench-espbench-bullet-spark-backend-848df95f89-4tqfj"
"2021-07-24 21:43:59.93+00",0.6946166015479948,"sketchbench-espbench-bullet-spark-backend-848df95f89-4tqfj"
"2021-07-24 21:44:59.93+00",0.7207272988519832,"sketchbench-espbench-bullet-spark-backend-848df95f89-4tqfj"
"2021-07-24 21:45:59.93+00",0.7129003211818671,"sketchbench-espbench-bullet-spark-backend-848df95f89-4tqfj"
"2021-07-24 21:46:59.93+00",0.7188640254006057,"sketchbench-espbench-bullet-spark-backend-848df95f89-4tqfj"
"2021-07-24 21:47:59.93+00",0.724713043925393,"sketchbench-espbench-bullet-spark-backend-848df95f89-4tqfj"
"2021-07-24 21:48:59.93+00",0.7437552150645188,"sketchbench-espbench-bullet-spark-backend-848df95f89-4tqfj"
"2021-07-24 21:49:59.93+00",0.7430365044034961,"sketchbench-espbench-bullet-spark-backend-848df95f89-4tqfj"
"2021-07-24 21:50:59.93+00",0.7283532071900867,"sketchbench-espbench-bullet-spark-backend-848df95f89-4tqfj"
"2021-07-24 21:51:59.93+00",0.7219444030955126,"sketchbench-espbench-bullet-spark-backend-848df95f89-4tqfj"
"2021-07-24 21:52:59.93+00",0.6971039387102076,"sketchbench-espbench-bullet-spark-backend-848df95f89-4tqfj"
"2021-07-24 21:53:59.93+00",0.6950205102810073,"sketchbench-espbench-bullet-spark-backend-848df95f89-4tqfj"
"2021-07-24 21:54:59.93+00",0.6945384008620519,"sketchbench-espbench-bullet-spark-backend-848df95f89-4tqfj"
"2021-07-24 21:55:59.93+00",0.6972066826871441,"sketchbench-espbench-bullet-spark-backend-848df95f89-4tqfj"
"2021-07-24 21:56:59.93+00",0.7025550377005481,"sketchbench-espbench-bullet-spark-backend-848df95f89-4tqfj"
"2021-07-24 21:57:59.93+00",0.7117425854186175,"sketchbench-espbench-bullet-spark-backend-848df95f89-4tqfj"
"2021-07-24 21:58:59.93+00",0.7356161131929801,"sketchbench-espbench-bullet-spark-backend-848df95f89-4tqfj"
"2021-07-24 21:59:59.93+00",0.7337765103603735,"sketchbench-espbench-bullet-spark-backend-848df95f89-4tqfj"
"2021-07-24 22:00:59.93+00",0.7276089745518007,"sketchbench-espbench-bullet-spark-backend-848df95f89-4tqfj"
"2021-07-24 22:01:59.93+00",0.7463573477495046,"sketchbench-espbench-bullet-spark-backend-848df95f89-4tqfj"
"2021-07-24 22:02:59.93+00",0.7209959375625989,"sketchbench-espbench-bullet-spark-backend-848df95f89-4tqfj"
"2021-07-24 22:03:59.93+00",0.7836089977325225,"sketchbench-espbench-bullet-spark-backend-848df95f89-4tqfj"
"2021-07-24 22:04:59.93+00",0.8489167222391197,"sketchbench-espbench-bullet-spark-backend-848df95f89-4tqfj"
"2021-07-24 22:05:59.93+00",0.7971194470816776,"sketchbench-espbench-bullet-spark-backend-848df95f89-4tqfj"
"2021-07-24 22:06:59.93+00",0.7760151440626958,"sketchbench-espbench-bullet-spark-backend-848df95f89-4tqfj"
"2021-07-24 22:07:59.93+00",0.6992232261574114,"sketchbench-espbench-bullet-spark-backend-848df95f89-4tqfj"
"2021-07-24 22:08:59.93+00",0.6967999435632092,"sketchbench-espbench-bullet-spark-backend-848df95f89-4tqfj"
"2021-07-24 22:09:59.93+00",0.8465288091852652,"sketchbench-espbench-bullet-spark-backend-848df95f89-4tqfj"
"2021-07-24 22:10:59.93+00",0.9719049303064801,"sketchbench-espbench-bullet-spark-backend-848df95f89-4tqfj"
"2021-07-24 22:11:59.93+00",1.080077551663831,"sketchbench-espbench-bullet-spark-backend-848df95f89-4tqfj"
"2021-07-24 22:12:59.93+00",1.106345345836297,"sketchbench-espbench-bullet-spark-backend-848df95f89-4tqfj"
"2021-07-24 22:13:59.93+00",0.9889699547175581,"sketchbench-espbench-bullet-spark-backend-848df95f89-4tqfj"
"2021-07-24 22:14:59.93+00",0.9497080983502592,"sketchbench-espbench-bullet-spark-backend-848df95f89-4tqfj"
"2021-07-24 22:15:59.93+00",0.9564534920901904,"sketchbench-espbench-bullet-spark-backend-848df95f89-4tqfj"
"2021-07-24 22:16:59.93+00",0.9620963955292283,"sketchbench-espbench-bullet-spark-backend-848df95f89-4tqfj"
"2021-07-24 22:17:59.93+00",1.0456719521229945,"sketchbench-espbench-bullet-spark-backend-848df95f89-4tqfj"
"2021-07-24 22:18:59.93+00",1.1027014023176098,"sketchbench-espbench-bullet-spark-backend-848df95f89-4tqfj"
"2021-07-24 22:19:59.93+00",1.0187735703777032,"sketchbench-espbench-bullet-spark-backend-848df95f89-4tqfj"
"2021-07-24 22:20:59.93+00",1.018354793238626,"sketchbench-espbench-bullet-spark-backend-848df95f89-4tqfj"
"2021-07-24 22:21:59.93+00",1.0153036094620058,"sketchbench-espbench-bullet-spark-backend-848df95f89-4tqfj"
"2021-07-24 22:22:59.93+00",0.9796391688117063,"sketchbench-espbench-bullet-spark-backend-848df95f89-4tqfj"
"2021-07-24 22:23:59.93+00",1.0600084397785696,"sketchbench-espbench-bullet-spark-backend-848df95f89-4tqfj"
"2021-07-24 22:24:59.93+00",1.0467959754024194,"sketchbench-espbench-bullet-spark-backend-848df95f89-4tqfj"
"2021-07-24 22:25:59.93+00",0.9450489675941524,"sketchbench-espbench-bullet-spark-backend-848df95f89-4tqfj"
"2021-07-24 22:26:59.93+00",0.8420302676044766,"sketchbench-espbench-bullet-spark-backend-848df95f89-4tqfj"
"2021-07-24 22:27:59.93+00",0.8429449818413856,"sketchbench-espbench-bullet-spark-backend-848df95f89-4tqfj"
"2021-07-24 22:28:59.93+00",0.8629758319152243,"sketchbench-espbench-bullet-spark-backend-848df95f89-4tqfj"
"2021-07-24 22:29:59.93+00",0.9857415054041488,"sketchbench-espbench-bullet-spark-backend-848df95f89-4tqfj"
"2021-07-24 22:30:59.93+00",1.0892875038711405,"sketchbench-espbench-bullet-spark-backend-848df95f89-4tqfj"
"2021-07-24 22:31:59.93+00",1.0881089137428486,"sketchbench-espbench-bullet-spark-backend-848df95f89-4tqfj"
"2021-07-24 22:32:59.93+00",1.076430997446342,"sketchbench-espbench-bullet-spark-backend-848df95f89-4tqfj"
"2021-07-24 22:33:59.93+00",1.0463266031223055,"sketchbench-espbench-bullet-spark-backend-848df95f89-4tqfj"
"2021-07-24 22:34:59.93+00",1.0516118261406606,"sketchbench-espbench-bullet-spark-backend-848df95f89-4tqfj"
"2021-07-24 22:35:59.93+00",1.0527562685900351,"sketchbench-espbench-bullet-spark-backend-848df95f89-4tqfj"
"2021-07-24 22:36:59.93+00",1.0457857214044541,"sketchbench-espbench-bullet-spark-backend-848df95f89-4tqfj"
"2021-07-24 22:37:59.93+00",0.9579467855189638,"sketchbench-espbench-bullet-spark-backend-848df95f89-4tqfj"
"2021-07-24 22:38:59.93+00",0.84238379609666,"sketchbench-espbench-bullet-spark-backend-848df95f89-4tqfj"
"2021-07-24 22:39:59.93+00",0.7226995941097892,"sketchbench-espbench-bullet-spark-backend-848df95f89-4tqfj"
"2021-07-24 22:40:59.93+00",0.5883049395330209,"sketchbench-espbench-bullet-spark-backend-848df95f89-4tqfj"
