"time","cpu_usage","pod"
"2021-07-24 21:35:59.93+00",0.0012560131435618688,"sketchbench-espbench-spark-worker-0"
"2021-07-24 21:36:59.93+00",0.0015655786320930393,"sketchbench-espbench-spark-worker-0"
"2021-07-24 21:36:59.93+00",0.001320123792525446,"sketchbench-espbench-spark-worker-1"
"2021-07-24 21:37:59.93+00",0.0020659836282481843,"sketchbench-espbench-spark-worker-0"
"2021-07-24 21:37:59.93+00",0.0016510755128472878,"sketchbench-espbench-spark-worker-1"
"2021-07-24 21:38:59.93+00",0.0021050487800868484,"sketchbench-espbench-spark-worker-1"
"2021-07-24 21:38:59.93+00",0.00350123672380797,"sketchbench-espbench-spark-worker-0"
"2021-07-24 21:39:59.93+00",0.01362298417089417,"sketchbench-espbench-spark-worker-0"
"2021-07-24 21:39:59.93+00",0.06497039478875348,"sketchbench-espbench-spark-worker-1"
"2021-07-24 21:40:59.93+00",0.34816863960413413,"sketchbench-espbench-spark-worker-1"
"2021-07-24 21:40:59.93+00",0.27647596636503097,"sketchbench-espbench-spark-worker-0"
"2021-07-24 21:41:59.93+00",0.5706076607070872,"sketchbench-espbench-spark-worker-1"
"2021-07-24 21:41:59.93+00",0.41124126158034147,"sketchbench-espbench-spark-worker-0"
"2021-07-24 21:42:59.93+00",0.8082453054227543,"sketchbench-espbench-spark-worker-1"
"2021-07-24 21:42:59.93+00",0.5619391125169414,"sketchbench-espbench-spark-worker-0"
"2021-07-24 21:43:59.93+00",0.7081339422336439,"sketchbench-espbench-spark-worker-0"
"2021-07-24 21:43:59.93+00",1.0352782826726123,"sketchbench-espbench-spark-worker-1"
"2021-07-24 21:44:59.93+00",1.069972279742013,"sketchbench-espbench-spark-worker-1"
"2021-07-24 21:44:59.93+00",0.6489798409600133,"sketchbench-espbench-spark-worker-0"
"2021-07-24 21:45:59.93+00",0.657436077477796,"sketchbench-espbench-spark-worker-0"
"2021-07-24 21:45:59.93+00",1.0666949465701279,"sketchbench-espbench-spark-worker-1"
"2021-07-24 21:46:59.93+00",1.074367373540438,"sketchbench-espbench-spark-worker-1"
"2021-07-24 21:46:59.93+00",0.7318369906512893,"sketchbench-espbench-spark-worker-0"
"2021-07-24 21:47:59.93+00",1.0749568485612546,"sketchbench-espbench-spark-worker-1"
"2021-07-24 21:47:59.93+00",0.720621344805105,"sketchbench-espbench-spark-worker-0"
"2021-07-24 21:48:59.93+00",1.0706695443443308,"sketchbench-espbench-spark-worker-1"
"2021-07-24 21:48:59.93+00",0.7216960335587931,"sketchbench-espbench-spark-worker-0"
"2021-07-24 21:49:59.93+00",1.0635490506085716,"sketchbench-espbench-spark-worker-1"
"2021-07-24 21:49:59.93+00",0.7090070432516975,"sketchbench-espbench-spark-worker-0"
"2021-07-24 21:50:59.93+00",0.6359796316732956,"sketchbench-espbench-spark-worker-0"
"2021-07-24 21:50:59.93+00",1.0456684641837202,"sketchbench-espbench-spark-worker-1"
"2021-07-24 21:51:59.93+00",0.6301742873042468,"sketchbench-espbench-spark-worker-0"
"2021-07-24 21:51:59.93+00",1.0429387680183473,"sketchbench-espbench-spark-worker-1"
"2021-07-24 21:52:59.93+00",0.6211046558494142,"sketchbench-espbench-spark-worker-0"
"2021-07-24 21:52:59.93+00",1.0391508375682954,"sketchbench-espbench-spark-worker-1"
"2021-07-24 21:53:59.93+00",0.610225453286664,"sketchbench-espbench-spark-worker-0"
"2021-07-24 21:53:59.93+00",1.0380799974797628,"sketchbench-espbench-spark-worker-1"
"2021-07-24 21:54:59.93+00",0.6096109185248053,"sketchbench-espbench-spark-worker-0"
"2021-07-24 21:54:59.93+00",1.0376954254503512,"sketchbench-espbench-spark-worker-1"
"2021-07-24 21:55:59.93+00",0.6133430072189383,"sketchbench-espbench-spark-worker-0"
"2021-07-24 21:55:59.93+00",1.036134058820975,"sketchbench-espbench-spark-worker-1"
"2021-07-24 21:56:59.93+00",1.0399217904907752,"sketchbench-espbench-spark-worker-1"
"2021-07-24 21:56:59.93+00",0.6183004419054655,"sketchbench-espbench-spark-worker-0"
"2021-07-24 21:57:59.93+00",0.6253301171651782,"sketchbench-espbench-spark-worker-0"
"2021-07-24 21:57:59.93+00",1.0394377048850956,"sketchbench-espbench-spark-worker-1"
"2021-07-24 21:58:59.93+00",0.7008545501327123,"sketchbench-espbench-spark-worker-0"
"2021-07-24 21:58:59.93+00",1.042505868666022,"sketchbench-espbench-spark-worker-1"
"2021-07-24 21:59:59.93+00",1.0423215588193986,"sketchbench-espbench-spark-worker-1"
"2021-07-24 21:59:59.93+00",0.7068437311488334,"sketchbench-espbench-spark-worker-0"
"2021-07-24 22:00:59.93+00",0.7036797867525237,"sketchbench-espbench-spark-worker-0"
"2021-07-24 22:00:59.93+00",1.036837572654209,"sketchbench-espbench-spark-worker-1"
"2021-07-24 22:01:59.93+00",0.7742659726610573,"sketchbench-espbench-spark-worker-0"
"2021-07-24 22:01:59.93+00",1.0415025095618553,"sketchbench-espbench-spark-worker-1"
"2021-07-24 22:02:59.93+00",1.0369044557041347,"sketchbench-espbench-spark-worker-1"
"2021-07-24 22:02:59.93+00",0.6991747127021096,"sketchbench-espbench-spark-worker-0"
"2021-07-24 22:03:59.93+00",1.0460239036584058,"sketchbench-espbench-spark-worker-1"
"2021-07-24 22:03:59.93+00",0.8952521310275604,"sketchbench-espbench-spark-worker-0"
"2021-07-24 22:04:59.93+00",1.1217956799384732,"sketchbench-espbench-spark-worker-0"
"2021-07-24 22:04:59.93+00",1.0549274247279374,"sketchbench-espbench-spark-worker-1"
"2021-07-24 22:05:59.93+00",1.0505035213641998,"sketchbench-espbench-spark-worker-1"
"2021-07-24 22:05:59.93+00",1.019415269297629,"sketchbench-espbench-spark-worker-0"
"2021-07-24 22:06:59.93+00",0.9735786458937903,"sketchbench-espbench-spark-worker-0"
"2021-07-24 22:06:59.93+00",1.0501856160686645,"sketchbench-espbench-spark-worker-1"
"2021-07-24 22:07:59.93+00",1.039608282877975,"sketchbench-espbench-spark-worker-1"
"2021-07-24 22:07:59.93+00",0.7521305327913681,"sketchbench-espbench-spark-worker-0"
"2021-07-24 22:08:59.93+00",0.7081515397071825,"sketchbench-espbench-spark-worker-0"
"2021-07-24 22:08:59.93+00",1.0313149580783705,"sketchbench-espbench-spark-worker-1"
"2021-07-24 22:09:59.93+00",1.036248825013289,"sketchbench-espbench-spark-worker-1"
"2021-07-24 22:09:59.93+00",1.0503136720669948,"sketchbench-espbench-spark-worker-0"
"2021-07-24 22:10:59.93+00",1.0401523812396278,"sketchbench-espbench-spark-worker-1"
"2021-07-24 22:10:59.93+00",1.4282888322807354,"sketchbench-espbench-spark-worker-0"
"2021-07-24 22:11:59.93+00",1.0422445710149224,"sketchbench-espbench-spark-worker-1"
"2021-07-24 22:11:59.93+00",1.7859561424955468,"sketchbench-espbench-spark-worker-0"
"2021-07-24 22:12:59.93+00",1.0448387565839308,"sketchbench-espbench-spark-worker-1"
"2021-07-24 22:12:59.93+00",1.9657030435165987,"sketchbench-espbench-spark-worker-0"
"2021-07-24 22:13:59.93+00",1.769444420478449,"sketchbench-espbench-spark-worker-0"
"2021-07-24 22:13:59.93+00",1.044431721373043,"sketchbench-espbench-spark-worker-1"
"2021-07-24 22:14:59.93+00",1.683493814489824,"sketchbench-espbench-spark-worker-0"
"2021-07-24 22:14:59.93+00",1.0420529008317418,"sketchbench-espbench-spark-worker-1"
"2021-07-24 22:15:59.93+00",1.043434800201382,"sketchbench-espbench-spark-worker-1"
"2021-07-24 22:15:59.93+00",1.669073447473945,"sketchbench-espbench-spark-worker-0"
"2021-07-24 22:16:59.93+00",1.6808935559706695,"sketchbench-espbench-spark-worker-0"
"2021-07-24 22:16:59.93+00",1.0573422827123402,"sketchbench-espbench-spark-worker-1"
"2021-07-24 22:17:59.93+00",1.905816929571094,"sketchbench-espbench-spark-worker-0"
"2021-07-24 22:17:59.93+00",1.0593853164292788,"sketchbench-espbench-spark-worker-1"
"2021-07-24 22:18:59.93+00",1.0624108270370085,"sketchbench-espbench-spark-worker-1"
"2021-07-24 22:18:59.93+00",2.057714378653141,"sketchbench-espbench-spark-worker-0"
"2021-07-24 22:19:59.93+00",1.062438142194876,"sketchbench-espbench-spark-worker-1"
"2021-07-24 22:19:59.93+00",1.825267385721674,"sketchbench-espbench-spark-worker-0"
"2021-07-24 22:20:59.93+00",1.0456426045499305,"sketchbench-espbench-spark-worker-1"
"2021-07-24 22:20:59.93+00",1.7951365366437373,"sketchbench-espbench-spark-worker-0"
"2021-07-24 22:21:59.93+00",1.0405015456275022,"sketchbench-espbench-spark-worker-1"
"2021-07-24 22:21:59.93+00",1.7646235240607246,"sketchbench-espbench-spark-worker-0"
"2021-07-24 22:22:59.93+00",1.0460282402602055,"sketchbench-espbench-spark-worker-1"
"2021-07-24 22:22:59.93+00",1.7642797248668944,"sketchbench-espbench-spark-worker-0"
"2021-07-24 22:23:59.93+00",1.0455164992148542,"sketchbench-espbench-spark-worker-1"
"2021-07-24 22:23:59.93+00",2.0145861396476894,"sketchbench-espbench-spark-worker-0"
"2021-07-24 22:24:59.93+00",2.0171396224697524,"sketchbench-espbench-spark-worker-0"
"2021-07-24 22:24:59.93+00",1.0460318527444608,"sketchbench-espbench-spark-worker-1"
"2021-07-24 22:25:59.93+00",1.0488227293477597,"sketchbench-espbench-spark-worker-1"
"2021-07-24 22:25:59.93+00",1.6824075857507603,"sketchbench-espbench-spark-worker-0"
"2021-07-24 22:26:59.93+00",1.3186300766480639,"sketchbench-espbench-spark-worker-0"
"2021-07-24 22:26:59.93+00",1.0406380785019629,"sketchbench-espbench-spark-worker-1"
"2021-07-24 22:27:59.93+00",1.0522106612420383,"sketchbench-espbench-spark-worker-1"
"2021-07-24 22:27:59.93+00",1.262734917798645,"sketchbench-espbench-spark-worker-0"
"2021-07-24 22:28:59.93+00",1.0679773957031349,"sketchbench-espbench-spark-worker-1"
"2021-07-24 22:28:59.93+00",1.360413876763361,"sketchbench-espbench-spark-worker-0"
"2021-07-24 22:29:59.93+00",1.6913591281855154,"sketchbench-espbench-spark-worker-0"
"2021-07-24 22:29:59.93+00",1.081459190869148,"sketchbench-espbench-spark-worker-1"
"2021-07-24 22:30:59.93+00",2.0260437912595197,"sketchbench-espbench-spark-worker-0"
"2021-07-24 22:30:59.93+00",1.0942520481522235,"sketchbench-espbench-spark-worker-1"
"2021-07-24 22:31:59.93+00",2.029069371031894,"sketchbench-espbench-spark-worker-0"
"2021-07-24 22:31:59.93+00",1.0941942591404155,"sketchbench-espbench-spark-worker-1"
"2021-07-24 22:32:59.93+00",1.9672283125451326,"sketchbench-espbench-spark-worker-0"
"2021-07-24 22:32:59.93+00",1.0947321724361847,"sketchbench-espbench-spark-worker-1"
"2021-07-24 22:33:59.93+00",1.9610951907326797,"sketchbench-espbench-spark-worker-0"
"2021-07-24 22:33:59.93+00",1.0933395649750965,"sketchbench-espbench-spark-worker-1"
"2021-07-24 22:34:59.93+00",1.0927043397243836,"sketchbench-espbench-spark-worker-1"
"2021-07-24 22:34:59.93+00",1.9655762174827391,"sketchbench-espbench-spark-worker-0"
"2021-07-24 22:35:59.93+00",1.9423434756905613,"sketchbench-espbench-spark-worker-0"
"2021-07-24 22:35:59.93+00",1.0931439243779457,"sketchbench-espbench-spark-worker-1"
"2021-07-24 22:36:59.93+00",1.9957176526156006,"sketchbench-espbench-spark-worker-0"
"2021-07-24 22:36:59.93+00",1.09258609348216,"sketchbench-espbench-spark-worker-1"
"2021-07-24 22:37:59.93+00",1.6285170519854761,"sketchbench-espbench-spark-worker-0"
"2021-07-24 22:37:59.93+00",1.0778636104165706,"sketchbench-espbench-spark-worker-1"
"2021-07-24 22:38:59.93+00",1.2736192174357621,"sketchbench-espbench-spark-worker-0"
"2021-07-24 22:38:59.93+00",1.0617119069738132,"sketchbench-espbench-spark-worker-1"
"2021-07-24 22:39:59.93+00",0.9434931834034135,"sketchbench-espbench-spark-worker-0"
"2021-07-24 22:39:59.93+00",1.047489979008503,"sketchbench-espbench-spark-worker-1"
"2021-07-24 22:40:59.93+00",0.5625998290702512,"sketchbench-espbench-spark-worker-0"
"2021-07-24 22:40:59.93+00",1.0343694629089135,"sketchbench-espbench-spark-worker-1"
"2021-07-24 22:41:59.93+00",1.0331724555227855,"sketchbench-espbench-spark-worker-1"
"2021-07-24 22:41:59.93+00",0.5558832501509953,"sketchbench-espbench-spark-worker-0"
"2021-07-24 22:42:59.93+00",1.0329159041514948,"sketchbench-espbench-spark-worker-1"
"2021-07-24 22:42:59.93+00",0.558883858193969,"sketchbench-espbench-spark-worker-0"
"2021-07-24 22:43:59.93+00",0.5531635079300176,"sketchbench-espbench-spark-worker-0"
"2021-07-24 22:43:59.93+00",1.0315253001666007,"sketchbench-espbench-spark-worker-1"
"2021-07-24 22:44:59.93+00",0.6505964290540149,"sketchbench-espbench-spark-worker-0"
"2021-07-24 22:44:59.93+00",1.0309685248334268,"sketchbench-espbench-spark-worker-1"
"2021-07-24 22:45:59.93+00",1.0304821772881079,"sketchbench-espbench-spark-worker-1"
"2021-07-24 22:45:59.93+00",0.7531642658044194,"sketchbench-espbench-spark-worker-0"
"2021-07-24 22:46:59.93+00",0.7468524359661796,"sketchbench-espbench-spark-worker-0"
"2021-07-24 22:46:59.93+00",1.030442032575962,"sketchbench-espbench-spark-worker-1"
"2021-07-24 22:47:59.93+00",0.7355171941975531,"sketchbench-espbench-spark-worker-0"
"2021-07-24 22:47:59.93+00",1.028993950336077,"sketchbench-espbench-spark-worker-1"
"2021-07-24 22:48:59.93+00",1.0295523924889438,"sketchbench-espbench-spark-worker-1"
"2021-07-24 22:48:59.93+00",0.6315518657947256,"sketchbench-espbench-spark-worker-0"
"2021-07-24 22:49:59.93+00",0.5284949538666236,"sketchbench-espbench-spark-worker-0"
"2021-07-24 22:49:59.93+00",1.0296516770917712,"sketchbench-espbench-spark-worker-1"
"2021-07-24 22:50:59.93+00",0.5371154406605192,"sketchbench-espbench-spark-worker-0"
"2021-07-24 22:50:59.93+00",1.030009811420821,"sketchbench-espbench-spark-worker-1"
"2021-07-24 22:51:59.93+00",1.0297857431064998,"sketchbench-espbench-spark-worker-1"
"2021-07-24 22:51:59.93+00",0.5388452347660658,"sketchbench-espbench-spark-worker-0"
"2021-07-24 22:52:59.93+00",1.033277880582008,"sketchbench-espbench-spark-worker-1"
"2021-07-24 22:52:59.93+00",0.5663200111181149,"sketchbench-espbench-spark-worker-0"
"2021-07-24 22:53:59.93+00",1.0511474378879857,"sketchbench-espbench-spark-worker-1"
"2021-07-24 22:53:59.93+00",0.8979791349065939,"sketchbench-espbench-spark-worker-0"
"2021-07-24 22:54:59.93+00",1.065561765378962,"sketchbench-espbench-spark-worker-1"
"2021-07-24 22:54:59.93+00",1.2959437216431533,"sketchbench-espbench-spark-worker-0"
"2021-07-24 22:55:59.93+00",1.6914070264003753,"sketchbench-espbench-spark-worker-0"
"2021-07-24 22:55:59.93+00",1.0813319834760613,"sketchbench-espbench-spark-worker-1"
"2021-07-24 22:56:59.93+00",1.0943206787770223,"sketchbench-espbench-spark-worker-1"
"2021-07-24 22:56:59.93+00",2.051636787483842,"sketchbench-espbench-spark-worker-0"
"2021-07-24 22:57:59.93+00",1.0857343609011616,"sketchbench-espbench-spark-worker-1"
"2021-07-24 22:57:59.93+00",2.036846557309318,"sketchbench-espbench-spark-worker-0"
"2021-07-24 22:58:59.93+00",1.6084503372645442,"sketchbench-espbench-spark-worker-0"
"2021-07-24 22:58:59.93+00",1.069764064561622,"sketchbench-espbench-spark-worker-1"
"2021-07-24 22:59:59.93+00",1.0560936494747777,"sketchbench-espbench-spark-worker-1"
"2021-07-24 22:59:59.93+00",1.4431519997703304,"sketchbench-espbench-spark-worker-0"
"2021-07-24 23:00:59.93+00",1.4689999309346469,"sketchbench-espbench-spark-worker-0"
"2021-07-24 23:00:59.93+00",1.0431590789780767,"sketchbench-espbench-spark-worker-1"
"2021-07-24 23:01:59.93+00",1.0317770103816897,"sketchbench-espbench-spark-worker-1"
"2021-07-24 23:01:59.93+00",1.4623851175822031,"sketchbench-espbench-spark-worker-0"
"2021-07-24 23:02:59.93+00",1.9114317030804253,"sketchbench-espbench-spark-worker-0"
"2021-07-24 23:02:59.93+00",1.0375502738262463,"sketchbench-espbench-spark-worker-1"
"2021-07-24 23:03:59.93+00",1.038337149255981,"sketchbench-espbench-spark-worker-1"
"2021-07-24 23:03:59.93+00",2.0597044285546664,"sketchbench-espbench-spark-worker-0"
"2021-07-24 23:04:59.93+00",1.0373184270177602,"sketchbench-espbench-spark-worker-1"
"2021-07-24 23:04:59.93+00",1.8737168181100412,"sketchbench-espbench-spark-worker-0"
"2021-07-24 23:05:59.93+00",1.0358886903586222,"sketchbench-espbench-spark-worker-1"
"2021-07-24 23:05:59.93+00",1.4955165242366122,"sketchbench-espbench-spark-worker-0"
"2021-07-24 23:06:59.93+00",1.0295469248677303,"sketchbench-espbench-spark-worker-1"
"2021-07-24 23:06:59.93+00",1.1026482016432981,"sketchbench-espbench-spark-worker-0"
"2021-07-24 23:07:59.93+00",1.0282763733273157,"sketchbench-espbench-spark-worker-1"
"2021-07-24 23:07:59.93+00",0.6769681587680193,"sketchbench-espbench-spark-worker-0"
"2021-07-24 23:08:59.93+00",0.5342237067267603,"sketchbench-espbench-spark-worker-0"
"2021-07-24 23:08:59.93+00",1.0283791125357524,"sketchbench-espbench-spark-worker-1"
"2021-07-24 23:09:59.93+00",1.0311718064691189,"sketchbench-espbench-spark-worker-1"
"2021-07-24 23:09:59.93+00",0.5515435914572461,"sketchbench-espbench-spark-worker-0"
"2021-07-24 23:10:59.93+00",1.032315684712671,"sketchbench-espbench-spark-worker-1"
"2021-07-24 23:10:59.93+00",0.5455548254728627,"sketchbench-espbench-spark-worker-0"
"2021-07-24 23:11:59.93+00",1.0322663124075315,"sketchbench-espbench-spark-worker-1"
"2021-07-24 23:11:59.93+00",0.6527333705873234,"sketchbench-espbench-spark-worker-0"
"2021-07-24 23:12:59.93+00",0.7574854512326257,"sketchbench-espbench-spark-worker-0"
