time	worker-0	worker-1	worker-2	worker-3	worker-4	worker-5
0	0.282218572	1.071911317	0.287012011	0.275157174	0.381188869	0.306821821
5	0.282218572	1.075096421	0.287012011	0.264171073	0.362589368	0.295563412
10	0.239024236	1.073934793	0.457383841	0.406136846	0.562573048	0.295563412
15	0.488815424	1.073934793	0.457383841	0.49983034	0.562573048	0.444211099
20	0.601119592	1.07232444	0.552406192	0.522694503	0.671413869	0.513177565
25	0.650005668	1.068777182	0.611953138	0.522694503	0.766916755	0.513177565
30	0.650005668	1.068777182	0.611953138	0.539200574	0.766916755	0.588703334
35	0.624771082	0.893669916	0.730556935	0.712140433	0.953663201	0.654801098
40	0.706657865	0.863582152	0.730556935	0.712140433	0.866593907	0.654801098
45	0.811051169	1.06838944	0.730556935	0.712140433	0.866593907	0.679767321
50	0.811051169	1.068095603	0.621517152	0.485409444	0.830720883	0.679767321
55	0.58727224	1.068095603	0.552651124	0.57282773	0.700004851	0.679767321
60	0.58727224	1.068519644	0.552651124	0.57282773	0.700004851	0.497089357
65	0.58727224	1.068519644	0.514577422	0.474764396	0.700004851	0.497089357
70	0.486551788	1.069425462	0.423846698	0.551886101	0.556315041	0.497089357
75	0.561409748	1.068440893	0.423846698	0.551886101	0.624967173	0.459874585
80	0.561409748	0.889646885	0.499298632	0.45270304	0.624967173	0.459874585
85	0.496516945	0.902799944	0.475153803	0.455067522	0.591749013	0.448414536
90	0.496516945	1.068163877	0.475153803	0.455067522	0.598093546	0.448414536
95	0.496516945	1.068163877	0.510857928	0.499644872	0.598093546	0.46487621
100	0.581542318	1.068444739	0.510857928	0.499514177	0.695744039	0.38652649
105	0.613235823	1.068020958	0.559438573	0.499514177	0.695744039	0.590735045
110	0.613235823	1.067153243	0.609593106	0.403104552	0.695744039	0.590735045
115	0.516569313	1.067153243	0.609593106	0.577879825	0.646923302	0.604481908
120	0.632159717	1.067827933	0.627853024	0.577879825	0.753058535	0.569141001
125	0.549841986	1.069352355	0.602611163	0.577879825	0.731170947	0.569141001
130	0.603456432	1.069352355	0.602611163	0.594992584	0.731170947	0.539278584
135	0.638885835	1.070260173	0.529667725	0.594992584	0.781184831	0.572218341
140	0.638885835	1.070260173	0.567747754	0.594992584	0.649251392	0.572218341
145	0.611120055	1.070062723	0.567747754	0.588600019	0.73142664	0.572253526
150	0.611120055	1.071275256	0.600780188	0.588600019	0.733897169	0.572253526
155	0.611120055	1.071275256	0.562561446	0.585894114	0.733897169	0.572253526
160	0.600010025	0.921689521	0.53992432	0.520111651	0.655418648	0.572253526
165	0.568414439	1.07065694	0.495553869	0.520111651	0.655418648	0.508415587
170	0.592798884	1.07065694	0.495553869	0.526351205	0.655418648	0.508415587
175	0.614937495	1.07065694	0.514651876	0.537047959	0.672684044	0.534947511
180	0.614937495	1.07065694	0.577443554	0.544050349	0.672684044	0.539930149
185	0.523680771	1.069214047	0.577443554	0.544050349	0.696827057	0.539930149
190	0.667407786	1.069214047	0.62468251	0.488566456	0.780368494	0.501533192
195	0.667407786	1.069138811	0.599513665	0.467108047	0.780368494	0.415273662
200	0.667407786	1.068173028	0.599513665	0.550945186	0.707448576	0.544758233
205	0.583224656	0.858905333	0.534244713	0.545368387	0.717853743	0.58676148
210	0.58290424	1.066444276	0.555342888	0.545368387	0.657707202	0.514518255
215	0.58290424	1.06997358	0.497105625	0.472415991	0.657707202	0.514518255
220	0.547884724	1.06997358	0.469804703	0.472415991	0.541558034	0.514518255
225	0.551883615	0.898549474	0.469804703	0.472415991	0.623054464	0.497303229
230	0.469717357	1.07156743	0.403237291	0.439037115	0.623054464	0.535719154
235	0.469717357	1.071249516	0.467983103	0.515215868	0.415680151	0.535719154
240	0.53796103	1.071249516	0.467983103	0.507482744	0.592550149	0.489721713
245	0.53796103	1.072161681	0.467983103	0.507482744	0.592550149	0.512982767
250	0.647333351	1.072161681	0.560727423	0.55064095	0.548060236	0.512982767
255	0.647333351	1.072161681	0.560727423	0.55064095	0.698170555	0.512982767
260	0.647333351	1.069938598	0.560727423	0.651057038	0.765783455	0.597146176
265	0.549138276	1.069810808	0.676285648	0.661728529	0.765783455	0.597146176
270	0.743543949	1.069810808	0.676285648	0.661728529	0.863397047	0.472003338
275	0.743543949	1.069356738	0.558353246	0.656213146	0.863397047	0.467863957
280	0.743543949	1.069356738	0.605806253	0.594894327	0.863397047	0.612493584
285	0.599718484	1.069768803	0.605806253	0.594894327	0.730769819	0.612493584
290	0.599718484	1.069768803	0.605806253	0.594894327	0.730769819	0.544001481
295	0.599718484	1.07053089	0.479533732	0.466801341	0.730769819	0.544001481
300	0.509955768	1.07053089	0.470664253	0.466801341	0.625042026	0.544001481
