"time","requests_per_sec_out"
"2021-08-02 04:15:05.166+00",0.08489876240067053
"2021-08-02 04:15:15.166+00",0.3053391113180606
"2021-08-02 04:15:25.166+00",0.7190188029532367
"2021-08-02 04:15:35.17+00",1.011619529216224
"2021-08-02 04:15:45.166+00",1.302159731404396
"2021-08-02 04:15:55.166+00",1.5749646205454042
"2021-08-02 04:16:05.166+00",1.7924550148427294
"2021-08-02 04:16:15.166+00",1.992547776028804
"2021-08-02 04:16:25.166+00",2.132497565760235
"2021-08-02 04:16:35.166+00",2.2951001190134006
"2021-08-02 04:16:45.166+00",2.4045937119936682
"2021-08-02 04:16:55.169+00",2.5254245342131663
"2021-08-02 04:17:05.166+00",2.3596923641443577
"2021-08-02 04:17:15.171+00",1.9974364626121268
"2021-08-02 04:17:25.166+00",1.6907934622313197
"2021-08-02 04:17:35.166+00",1.431225766343341
"2021-08-02 04:17:45.166+00",1.2115064554022024
"2021-08-02 04:17:55.166+00",1.0255180740849703
"2021-08-02 04:18:05.166+00",0.8680823082579464
"2021-08-02 04:18:15.166+00",0.7348158096412124
"2021-08-02 04:18:25.166+00",0.6220081540219866
"2021-08-02 04:18:35.166+00",0.5265185351125581
"2021-08-02 04:18:45.166+00",0.4456883177889575
"2021-08-02 04:18:55.166+00",0.3772670160055929
"2021-08-02 04:19:05.166+00",0.3193496344527493
"2021-08-02 04:19:15.166+00",0.2703236294147503
"2021-08-02 04:19:25.166+00",0.228824012105689
"2021-08-02 04:19:35.166+00",0.19369534446361442
"2021-08-02 04:19:45.166+00",0.16395956928484198
"2021-08-02 04:19:55.166+00",0.1387887790205552
"2021-08-02 04:20:05.166+00",0.11748216506078185
"2021-08-02 04:20:15.172+00",0.09944650572453446
"2021-08-02 04:20:25.166+00",0.08417964970004826
"2021-08-02 04:20:35.166+00",0.07125653507878453
"2021-08-02 04:20:45.166+00",0.06031735472321807
"2021-08-02 04:20:55.166+00",0.05105753846694867
"2021-08-02 04:21:05.17+00",0.04321927323017159
"2021-08-02 04:21:15.166+00",0.0365843249523944
"2021-08-02 04:21:25.166+00",0.030967962489661542
"2021-08-02 04:21:35.166+00",0.02621381430459654
"2021-08-02 04:21:45.166+00",0.022189514748517134
"2021-08-02 04:21:55.166+00",0.018783018718810506
"2021-08-02 04:22:05.166+00",0.015899482083751408
"2021-08-02 04:22:15.166+00",0.01345862101912131
"2021-08-02 04:22:25.176+00",0.011392476734914881
"2021-08-02 04:22:35.166+00",0.1695546940987004
"2021-08-02 04:22:45.166+00",0.6040797752521259
"2021-08-02 04:22:55.166+00",0.9718973154551115
"2021-08-02 04:23:05.166+00",1.3126732172266413
"2021-08-02 04:23:15.166+00",1.542283638568393
"2021-08-02 04:23:25.166+00",1.795494815869587
"2021-08-02 04:23:35.166+00",1.9656958361498593
"2021-08-02 04:23:45.166+00",2.1244804273225886
"2021-08-02 04:23:55.168+00",2.288313757840015
"2021-08-02 04:24:05.166+00",2.42699567805098
"2021-08-02 04:24:15.166+00",2.5149623131868166
"2021-08-02 04:24:25.166+00",2.589424462229423
"2021-08-02 04:24:35.166+00",2.6671678485378125
"2021-08-02 04:24:45.166+00",2.7342547834053685
"2021-08-02 04:24:55.166+00",2.80447660657103
"2021-08-02 04:25:05.166+00",2.8504841377479146
"2021-08-02 04:25:15.166+00",2.8587250170746055
"2021-08-02 04:25:25.166+00",2.9098383846649036
"2021-08-02 04:25:35.166+00",2.9236798403322233
"2021-08-02 04:25:45.166+00",2.950108917548235
"2021-08-02 04:25:55.166+00",2.95776811046957
"2021-08-02 04:26:05.166+00",2.9936765532003755
"2021-08-02 04:26:15.166+00",2.9959258969721936
"2021-08-02 04:26:25.166+00",3.0272550012635175
"2021-08-02 04:26:35.166+00",2.9936457845859543
"2021-08-02 04:26:45.166+00",3.0387588866192177
"2021-08-02 04:26:55.166+00",3.0340872683266684
"2021-08-02 04:27:05.166+00",3.0435667876377095
